Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Northwestern,Dartmouth,Kevin Hirn,Neg,"ADeo																																																												29.2																																																																																								VRubin																																																												29.5","HBald																																																												29.3																																																																																								NCai																																																												29.4"
Kentucky,Binghamton,Jeff Buntin,Aff,"JAdam																																																												29.3																																																																																								LMcBlain																																																												29.2","ET. Louis																																																												29.0																																																																																								JCohn																																																												29.1"
Emory,Kansas,DavidMichael Woodward,Neg,"MHecht																																																												29.4																																																																																								DGallagher																																																												29.3","JMarshall																																																												29.6																																																																																								GRevare																																																												29.5"
