Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Kansas,CSU Long Beach,Tripp Rebrovick,Aff,"JMarshall																																																												29.3																																																																																								GRevare																																																												29.1","COrtega																																																												29.2																																																																																								DMedina																																																												29.0"
Michigan State,Michigan,Deven Cooper,Aff,"JGusis																																																												29.2																																																																																								SLewis																																																												29.1","EBarrett																																																												29.0																																																																																								JPark																																																												29.3"
Harvard,Dartmouth,Gabriel Morbeck,Neg,"CGines																																																												29.2																																																																																								LYeshitila																																																												29.0","HBald																																																												29.1																																																																																								NCai																																																												29.3"
